Review_ID,Product_ID,Product_Name,Category,Customer_ID,Review_Date,Rating,Review_Title,Review_Text,Verified_Purchase,Helpful_Votes
REV13711,PROD1018,Gym Duffel Bag,Sportswear,CUS3791,2025-12-06,3,Average product,"Not bad, not great, meets basic expectations only.",Yes,6.0
REV11120,PROD1006,USB-C Fast Charger,Electronics,CUS5639,2025-05-30,4,Very satisfied,"Works flawlessly, setup was simple, and battery lasts long.",Yes,6.0
REV13680,PROD1021,Kids Winter Jacket,Clothing,CUS3061,2025-10-16,5,It's okay,"It is decent for the price, some features could be improved.",Yes,3.0
REV11782,PROD1020,Women's Denim Jacket,Clothing,CUS1789,2025-03-20,4,Best buy,"Perfect gift, my family loved it, packaging was excellent too.",Yes,2.0
REV11787,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS4687,2025-11-19,5,Love it,"Five stars, everything about this product is fantastic.",No,1.0
REV10325,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS3531,2025-12-14,2,Very disappointed,The product arrived defective and the return process was painful.,Yes,9.0
REV16667,PROD1029,Baby Stroller,Baby Products,CUS5915,2025-04-03,4,Highly recommend,Fast shipping and the product works exactly as advertised.,No,8.0
REV14608,PROD1028,Mechanical Keyboard,Electronics,CUS5326,2025-12-30,4,Love it,Fast shipping and the product works exactly as advertised.,No,11.0
REV15590,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS3215,2026-04-05,4,Amazing quality,The sound quality is amazing and battery life is excellent.,No,3.0
REV10457,PROD1025,Organic Green Tea,Grocery,CUS5516,2025-07-06,5,Highly recommend,"Really happy with this purchase, quality feels premium.",Yes,27.0
REV16423,PROD1008,Leather Wallet,Accessories,CUS4448,2026-05-15,1,Bad experience,The product arrived defective and the return process was painful.,No,5.0
REV11354,PROD1012,Electric Kettle,Home & Kitchen,CUS5865,2025-01-25,5,Great purchase,"Really happy with this purchase, quality feels premium.",Yes,3.0
REV15853,PROD1028,Mechanical Keyboard,Electronics,CUS3245,2026-04-30,3,Average product,"Fair quality overall, similar to other products in this range.",Yes,3.0
REV16198,PROD1006,USB-C Fast Charger,Electronics,CUS1209,2026-01-04,4,Love it,"Amazing quality for the price, will definitely buy again.",Yes,1.0
REV16739,PROD1012,Electric Kettle,Home & Kitchen,CUS1035,2025-07-10,4,Best buy,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,13.0
REV13715,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS2215,2025-11-26,4,Amazing quality,"Absolutely love this product, works perfectly and looks great.",Yes,14.0
REV16144,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS5720,2026-01-20,4,Excellent product,The quality is outstanding and it arrived earlier than expected.,Yes,18.0
REV13155,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS4895,2025-12-09,2,Broke quickly,The product arrived defective and the return process was painful.,Yes,7.0
REV16466,PROD1027,Bluetooth Gaming Mouse,Electronics,CUS5736,2025-07-22,4,Best buy,"Great value for money, exceeded my expectations completely.",No,1.0
REV14573,PROD1007,Laptop Backpack,Accessories,CUS4472,2026-01-03,5,Great purchase,"Beautiful design, sturdy material, and very durable overall.",No,4.0
REV11959,PROD1009,Sunglasses Classic,Accessories,CUS4417,2026-04-30,3,Waste of money,"Poor quality material, broke within a week of normal use.",Yes,4.0
REV16468,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS2607,2025-01-13,4,It's okay,"It is okay for daily use, though design feels a bit plain.",Yes,5.0
REV12063,PROD1003,Portable Bluetooth Speaker,Electronics,CUS4966,2025-01-30,5,Very satisfied,"Amazing quality for the price, will definitely buy again.",No,30.0
REV11882,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS4141,2026-03-10,4,Amazing quality,"Works flawlessly, setup was simple, and battery lasts long.",Yes,6.0
REV11737,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS4772,2025-03-20,4,Best buy,"Absolutely love this product, works perfectly and looks great.",Yes,2.0
REV10410,PROD1003,Portable Bluetooth Speaker,Electronics,CUS5309,2026-07-12,4,Best buy,"Beautiful design, sturdy material, and very durable overall.",No,20.0
REV12521,PROD1008,Leather Wallet,Accessories,CUS4554,2026-01-13,4,Love it,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,5.0
REV12881,PROD1008,Leather Wallet,Accessories,CUS3374,2025-09-15,5,Very satisfied,"Amazing quality for the price, will definitely buy again.",Yes,0.0
REV16179,PROD1012,Electric Kettle,Home & Kitchen,CUS2630,2025-01-05,4,Love it,"Absolutely love this product, works perfectly and looks great.",Yes,0.0
REV12435,PROD1020,Women's Denim Jacket,Clothing,CUS2557,2025-01-08,5,Love it,"Works flawlessly, setup was simple, and battery lasts long.",Yes,8.0
REV13747,PROD1016,Running Shoes,Sportswear,CUS1347,2025-02-13,5,Best buy,"Great value for money, exceeded my expectations completely.",No,11.0
REV10137,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS4190,2025-01-21,4,Best buy,"Five stars, everything about this product is fantastic.",Yes,8.0
REV12926,PROD1025,Organic Green Tea,Grocery,CUS1224,2025-12-16,2,Bad experience,The fabric quality is cheap and it started tearing quickly.,Yes,3.0
REV16926,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS5053,2025-04-05,4,Decent for the price,"The product works as expected, delivery took a bit long.",No,1.0
REV12129,PROD1026,Almond Butter Jar,Grocery,CUS1361,2025-03-03,5,Great purchase,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,2.0
REV13415,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS1095,2026-05-08,4,Best buy,Fast shipping and the product works exactly as advertised.,Yes,0.0
REV16173,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS1098,2025-08-29,5,It's okay,"It is okay for daily use, though design feels a bit plain.",Yes,7.0
REV14266,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS1471,2025-10-26,3,Average product,"Not bad, not great, meets basic expectations only.",No,0.0
REV10802,PROD1009,Sunglasses Classic,Accessories,CUS3580,2026-02-07,5,Best buy,"Works flawlessly, setup was simple, and battery lasts long.",No,11.0
REV15088,PROD1025,Organic Green Tea,Grocery,CUS4297,2026-05-05,5,Great purchase,"Great value for money, exceeded my expectations completely.",Yes,3.0
REV15467,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS1995,2025-05-05,4,Average product,"It works fine, but I expected slightly better build quality.",Yes,0.0
REV15402,PROD1018,Gym Duffel Bag,Sportswear,CUS3660,2025-06-25,1,Bad experience,Battery life is terrible and customer support was unhelpful.,Yes,13.0
REV12901,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS1474,2025-09-01,4,Excellent product,"Great value for money, exceeded my expectations completely.",No,13.0
REV10533,PROD1019,Men's Cotton T-Shirt,Clothing,CUS5937,2025-04-20,5,Great purchase,The quality is outstanding and it arrived earlier than expected.,Yes,0.0
REV12281,PROD1025,Organic Green Tea,Grocery,CUS3459,2026-07-05,5,Amazing quality,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,18.0
REV15942,PROD1028,Mechanical Keyboard,Electronics,CUS4363,2025-04-07,3,Average product,"The product works as expected, delivery took a bit long.",No,3.0
REV14077,PROD1030,Board Game Family Pack,Toys & Games,CUS3365,2025-11-13,5,Very satisfied,"Beautiful design, sturdy material, and very durable overall.",Yes,1.0
REV14417,PROD1005,Noise Cancelling Earbuds,Electronics,CUS3442,2025-12-12,5,Very satisfied,"Five stars, everything about this product is fantastic.",Yes,6.0
REV16810,PROD1027,Bluetooth Gaming Mouse,Electronics,CUS1065,2026-04-13,5,Best buy,"Really happy with this purchase, quality feels premium.",Yes,2.0
REV14435,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS4740,2025-02-09,5,Very satisfied,The sound quality is amazing and battery life is excellent.,Yes,2.0
REV13304,PROD1016,Running Shoes,Sportswear,CUS1953,2026-03-29,3,Waste of money,"Poor quality material, broke within a week of normal use.",Yes,4.0
REV14285,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS5883,2025-05-03,4,Love it,"Works flawlessly, setup was simple, and battery lasts long.",No,10.0
REV13506,PROD1026,Almond Butter Jar,Grocery,CUS5948,2025-08-22,5,Great purchase,"Works flawlessly, setup was simple, and battery lasts long.",Yes,1.0
REV12652,PROD1004,4K Ultra HD Smart TV,Electronics,CUS2440,2026-04-15,4,Great purchase,"Amazing quality for the price, will definitely buy again.",Yes,16.0
REV10540,PROD1003,Portable Bluetooth Speaker,Electronics,CUS4283,2025-04-08,2,Poor quality,Battery life is terrible and customer support was unhelpful.,Yes,11.0
REV14068,PROD1026,Almond Butter Jar,Grocery,CUS3508,2025-02-22,5,Amazing quality,Fast shipping and the product works exactly as advertised.,Yes,10.0
REV15087,PROD1025,Organic Green Tea,Grocery,CUS3147,2026-07-01,5,Great purchase,"Five stars, everything about this product is fantastic.",Yes,0.0
REV14251,PROD1006,USB-C Fast Charger,Electronics,CUS1169,2025-09-06,5,Love it,The quality is outstanding and it arrived earlier than expected.,No,4.0
REV14944,PROD1029,Baby Stroller,Baby Products,CUS1955,2025-04-01,1,Does the job,"It is okay for daily use, though design feels a bit plain.",Yes,5.0
REV16062,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS5620,2025-03-14,4,Great purchase,"Great value for money, exceeded my expectations completely.",Yes,11.0
REV14567,PROD1027,Bluetooth Gaming Mouse,Electronics,CUS5844,2025-07-18,4,Best buy,"Works flawlessly, setup was simple, and battery lasts long.",Yes,5.0
REV10035,PROD1005,Noise Cancelling Earbuds,Electronics,CUS4063,2025-06-15,4,Best buy,"Beautiful design, sturdy material, and very durable overall.",Yes,28.0
REV14278,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS1780,2026-04-18,5,Best buy,"Beautiful design, sturdy material, and very durable overall.",Yes,7.0
REV14129,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS3206,2025-09-13,5,Best buy,Customer service was helpful and the product exceeded expectations.,No,6.0
REV13660,PROD1008,Leather Wallet,Accessories,CUS1609,2025-07-01,3,It's okay,"Fair quality overall, similar to other products in this range.",Yes,8.0
REV10744,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS1839,2025-04-16,5,Great purchase,"Superb performance, this is one of the best purchases I made.",Yes,0.0
REV12600,PROD1006,USB-C Fast Charger,Electronics,CUS5109,2026-06-13,4,Amazing quality,"Works flawlessly, setup was simple, and battery lasts long.",Yes,5.0
REV15987,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS5927,2025-01-20,1,Not recommended,"Poor quality material, broke within a week of normal use.",Yes,12.0
REV15499,PROD1016,Running Shoes,Sportswear,CUS2753,2025-01-09,4,Highly recommend,"Very comfortable and easy to use, exactly as described.",Yes,4.0
REV10904,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS2946,2025-02-20,4,Love it,"Works flawlessly, setup was simple, and battery lasts long.",Yes,0.0
REV16759,PROD1017,Yoga Mat,Sportswear,CUS2363,2026-07-08,4,Love it,Customer service was helpful and the product exceeded expectations.,Yes,5.0
REV10263,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS3248,2025-01-09,5,Best buy,Customer service was helpful and the product exceeded expectations.,No,6.0
REV11917,PROD1006,USB-C Fast Charger,Electronics,CUS4182,2026-02-17,4,Very satisfied,"Very comfortable and easy to use, exactly as described.",Yes,9.0
REV13800,PROD1018,Gym Duffel Bag,Sportswear,CUS2345,2025-02-13,5,Fair quality,"Fair quality overall, similar to other products in this range.",Yes,6.0
REV16244,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS4575,2025-10-31,5,Highly recommend,"Great value for money, exceeded my expectations completely.",No,1.0
REV13839,PROD1016,Running Shoes,Sportswear,CUS4983,2025-09-13,5,Does the job,"The product is okay, does the job but nothing special.",Yes,11.0
REV14821,PROD1020,Women's Denim Jacket,Clothing,CUS4761,2025-01-16,4,Average product,"Reasonable purchase, could use some improvements in quality.",Yes,8.0
REV12297,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS2207,2025-09-18,5,Amazing quality,"Great value for money, exceeded my expectations completely.",Yes,0.0
REV16905,PROD1012,Electric Kettle,Home & Kitchen,CUS1760,2026-07-02,3,Does the job,"Reasonable purchase, could use some improvements in quality.",Yes,2.0
REV13726,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS1236,2026-03-08,2,Not recommended,"Poor quality material, broke within a week of normal use.",Yes,1.0
REV13578,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS4262,2025-10-19,3,Great purchase,"Beautiful design, sturdy material, and very durable overall.",Yes,4.0
REV14240,PROD1008,Leather Wallet,Accessories,CUS4360,2026-07-26,2,Bad experience,Sound quality is poor and connection keeps dropping constantly.,No,19.0
REV14425,PROD1015,Air Fryer,Home & Kitchen,CUS3251,2026-01-25,2,Very disappointed,"Overpriced for such low quality, very unhappy with purchase.",Yes,16.0
REV13637,PROD1005,Noise Cancelling Earbuds,Electronics,CUS4120,2026-04-30,4,Love it,"Amazing quality for the price, will definitely buy again.",Yes,7.0
REV14534,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS1444,2026-07-16,4,Highly recommend,"Great value for money, exceeded my expectations completely.",Yes,11.0
REV12170,PROD1019,Men's Cotton T-Shirt,Clothing,CUS2287,2026-01-19,2,Bad experience,"Not worth the money, quality is much worse than expected.",Yes,1.0
REV12838,PROD1028,Mechanical Keyboard,Electronics,CUS2009,2026-03-19,3,Broke quickly,Battery life is terrible and customer support was unhelpful.,Yes,0.0
REV15605,PROD1019,Men's Cotton T-Shirt,Clothing,CUS5357,2026-04-16,5,Very satisfied,"Works flawlessly, setup was simple, and battery lasts long.",Yes,5.0
REV10498,PROD1018,Gym Duffel Bag,Sportswear,CUS5012,2026-07-31,4,Love it,"Very comfortable and easy to use, exactly as described.",No,1.0
REV11860,PROD1006,USB-C Fast Charger,Electronics,CUS4632,2025-05-20,3,Love it,The sound quality is amazing and battery life is excellent.,Yes,1.0
REV12479,PROD1012,Electric Kettle,Home & Kitchen,CUS3298,2025-12-26,2,Waste of money,The fabric quality is cheap and it started tearing quickly.,Yes,22.0
REV15040,PROD1009,Sunglasses Classic,Accessories,CUS2487,2026-01-30,4,Best buy,"Absolutely love this product, works perfectly and looks great.",Yes,2.0
REV15170,PROD1004,4K Ultra HD Smart TV,Electronics,CUS1065,2026-04-02,4,Excellent product,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,0.0
REV14367,PROD1030,Board Game Family Pack,Toys & Games,CUS1390,2025-06-14,4,Very satisfied,Customer service was helpful and the product exceeded expectations.,Yes,0.0
REV13080,PROD1030,Board Game Family Pack,Toys & Games,CUS3220,2026-06-20,4,Amazing quality,"Superb performance, this is one of the best purchases I made.",Yes,28.0
REV15108,PROD1026,Almond Butter Jar,Grocery,CUS4900,2025-02-16,1,Not recommended,The product arrived defective and the return process was painful.,No,4.0
REV10998,PROD1025,Organic Green Tea,Grocery,CUS3937,2025-01-30,4,Does the job,"It is decent for the price, some features could be improved.",Yes,1.0
REV13581,PROD1028,Mechanical Keyboard,Electronics,CUS5079,2025-07-25,2,Bad experience,Battery life is terrible and customer support was unhelpful.,Yes,6.0
REV11663,PROD1018,Gym Duffel Bag,Sportswear,CUS1930,2026-05-05,5,Average product,"It works fine, but I expected slightly better build quality.",Yes,16.0
REV11227,PROD1009,Sunglasses Classic,Accessories,CUS3957,2026-01-04,5,Amazing quality,"Beautiful design, sturdy material, and very durable overall.",No,1.0
REV15624,PROD1030,Board Game Family Pack,Toys & Games,CUS2128,2025-08-16,5,Love it,"Beautiful design, sturdy material, and very durable overall.",Yes,9.0
REV12733,PROD1005,Noise Cancelling Earbuds,Electronics,CUS1861,2025-11-27,4,Average product,"It is okay for daily use, though design feels a bit plain.",No,3.0
REV12778,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS2454,2025-09-28,3,Average product,"Average quality, works fine but packaging could be better.",Yes,1.0
REV13863,PROD1018,Gym Duffel Bag,Sportswear,CUS1580,2025-05-30,4,Highly recommend,"Perfect gift, my family loved it, packaging was excellent too.",Yes,2.0
REV13259,PROD1027,Bluetooth Gaming Mouse,Electronics,CUS3713,2025-06-13,4,Love it,"Great value for money, exceeded my expectations completely.",Yes,8.0
REV12082,PROD1005,Noise Cancelling Earbuds,Electronics,CUS1016,2026-05-03,1,Very disappointed,"Very disappointed, the product stopped working after two days.",Yes,18.0
REV10113,PROD1020,Women's Denim Jacket,Clothing,CUS5662,2025-11-05,4,Amazing quality,"Amazing quality for the price, will definitely buy again.",No,6.0
REV11118,PROD1017,Yoga Mat,Sportswear,CUS1086,2025-09-02,5,Average product,"It works fine, but I expected slightly better build quality.",No,38.0
REV12874,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS5326,2026-05-24,4,Best buy,"Great value for money, exceeded my expectations completely.",Yes,6.0
REV10199,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS5864,2026-04-27,4,Excellent product,"Very comfortable and easy to use, exactly as described.",Yes,16.0
REV16069,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS2239,2025-02-26,4,Highly recommend,"Beautiful design, sturdy material, and very durable overall.",Yes,11.0
REV12064,PROD1008,Leather Wallet,Accessories,CUS1152,2025-10-03,1,Bad experience,Extremely disappointed with the build quality and finishing.,Yes,15.0
REV15256,PROD1029,Baby Stroller,Baby Products,CUS2488,2026-02-11,4,Very satisfied,"Amazing quality for the price, will definitely buy again.",Yes,2.0
REV15343,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS4465,2025-11-08,5,Best buy,"Absolutely love this product, works perfectly and looks great.",Yes,14.0
REV11845,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS3018,2025-10-12,4,Best buy,The quality is outstanding and it arrived earlier than expected.,Yes,0.0
REV10548,PROD1005,Noise Cancelling Earbuds,Electronics,CUS4727,2026-01-18,5,Very satisfied,"Amazing quality for the price, will definitely buy again.",Yes,19.0
REV14748,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS3832,2026-01-31,4,Best buy,"Five stars, everything about this product is fantastic.",Yes,0.0
REV13957,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS3352,2026-04-17,2,Waste of money,Extremely disappointed with the build quality and finishing.,Yes,6.0
REV14659,PROD1020,Women's Denim Jacket,Clothing,CUS4469,2026-07-28,5,Amazing quality,The quality is outstanding and it arrived earlier than expected.,Yes,6.0
REV15167,PROD1005,Noise Cancelling Earbuds,Electronics,CUS5959,2026-05-04,5,Highly recommend,"Works flawlessly, setup was simple, and battery lasts long.",No,4.0
REV10565,PROD1022,Face Moisturizer Cream,Beauty & Personal Care,CUS5417,2025-05-17,4,Best buy,"Perfect gift, my family loved it, packaging was excellent too.",Yes,4.0
REV12763,PROD1024,Electric Toothbrush,Beauty & Personal Care,CUS4461,2025-07-18,4,Highly recommend,"Very comfortable and easy to use, exactly as described.",Yes,1.0
REV10695,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS3436,2025-03-28,1,Poor quality,Terrible customer service and the product does not match description.,Yes,1.0
REV14104,PROD1003,Portable Bluetooth Speaker,Electronics,CUS5081,2025-11-12,5,Great purchase,"Works flawlessly, setup was simple, and battery lasts long.",Yes,4.0
REV15353,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS5786,2026-07-01,5,Great purchase,The sound quality is amazing and battery life is excellent.,No,3.0
REV12920,PROD1028,Mechanical Keyboard,Electronics,CUS5995,2026-01-29,3,It's okay,"Product matches description, performance is average at best.",Yes,1.0
REV13816,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS1991,2025-08-01,5,Best buy,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,5.0
REV13804,PROD1029,Baby Stroller,Baby Products,CUS1916,2026-05-29,5,Excellent product,"Beautiful design, sturdy material, and very durable overall.",Yes,6.0
REV13162,PROD1025,Organic Green Tea,Grocery,CUS5153,2025-04-21,4,Love it,"Amazing quality for the price, will definitely buy again.",Yes,1.0
REV12797,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS1902,2025-01-09,5,Average product,"Product matches description, performance is average at best.",Yes,8.0
REV15435,PROD1019,Men's Cotton T-Shirt,Clothing,CUS5711,2025-01-30,4,Excellent product,"Works flawlessly, setup was simple, and battery lasts long.",Yes,0.0
REV14548,PROD1020,Women's Denim Jacket,Clothing,CUS2608,2025-01-06,2,Does the job,"It works fine, but I expected slightly better build quality.",Yes,8.0
REV10238,PROD1008,Leather Wallet,Accessories,CUS4365,2025-02-14,5,Very satisfied,"Superb performance, this is one of the best purchases I made.",Yes,8.0
REV11051,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS1384,2026-01-26,5,Love it,"Amazing quality for the price, will definitely buy again.",Yes,26.0
REV13573,PROD1016,Running Shoes,Sportswear,CUS3076,2025-01-11,5,Very satisfied,"Perfect gift, my family loved it, packaging was excellent too.",No,0.0
REV10705,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS4636,2026-05-16,4,Excellent product,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,3.0
REV15178,PROD1029,Baby Stroller,Baby Products,CUS3914,2025-04-20,4,It's okay,"It is decent for the price, some features could be improved.",Yes,2.0
REV11333,PROD1026,Almond Butter Jar,Grocery,CUS3460,2025-04-05,4,Love it,Customer service was helpful and the product exceeded expectations.,Yes,3.0
REV12428,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS5264,2025-08-23,4,Very satisfied,"Very comfortable and easy to use, exactly as described.",Yes,15.0
REV15848,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS2493,2025-10-02,4,Excellent product,"Perfect gift, my family loved it, packaging was excellent too.",No,2.0
REV10299,PROD1004,4K Ultra HD Smart TV,Electronics,CUS1520,2026-05-03,4,Best buy,Fast shipping and the product works exactly as advertised.,Yes,16.0
REV11117,PROD1017,Yoga Mat,Sportswear,CUS5181,2025-04-03,5,Great purchase,"Amazing quality for the price, will definitely buy again.",Yes,1.0
REV11400,PROD1020,Women's Denim Jacket,Clothing,CUS5685,2026-07-04,4,Very satisfied,"Beautiful design, sturdy material, and very durable overall.",Yes,10.0
REV11804,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS5653,2026-06-12,3,Decent for the price,"It is okay for daily use, though design feels a bit plain.",Yes,7.0
REV12533,PROD1028,Mechanical Keyboard,Electronics,CUS1696,2025-07-27,4,Love it,"Excellent build quality, fast delivery, highly recommend to everyone.",No,2.0
REV15321,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS5987,2025-06-06,3,Fair quality,"Average quality, works fine but packaging could be better.",Yes,14.0
REV11439,PROD1020,Women's Denim Jacket,Clothing,CUS3898,2025-05-13,2,Bad experience,"Waste of money, stopped functioning within the first month.",No,3.0
REV11612,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS5863,2025-10-18,4,Very satisfied,"Amazing quality for the price, will definitely buy again.",No,5.0
REV12979,PROD1017,Yoga Mat,Sportswear,CUS4179,2026-03-09,3,Poor quality,The product arrived defective and the return process was painful.,No,36.0
REV10241,PROD1019,Men's Cotton T-Shirt,Clothing,CUS3719,2025-04-13,2,Waste of money,"Product feels flimsy and cheaply made, broke almost immediately.",Yes,3.0
REV15635,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS3834,2025-01-19,4,Very satisfied,"Very comfortable and easy to use, exactly as described.",No,0.0
REV11159,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS1058,2026-06-20,5,Fair quality,"Average quality, works fine but packaging could be better.",Yes,24.0
REV15318,PROD1015,Air Fryer,Home & Kitchen,CUS1858,2025-09-11,5,Amazing quality,"Amazing quality for the price, will definitely buy again.",Yes,1.0
REV10456,PROD1017,Yoga Mat,Sportswear,CUS3822,2025-05-12,3,Best buy,The quality is outstanding and it arrived earlier than expected.,Yes,11.0
REV14296,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS3408,2025-05-14,5,Amazing quality,"Beautiful design, sturdy material, and very durable overall.",Yes,2.0
REV15592,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS3609,2025-10-08,5,Highly recommend,"Amazing quality for the price, will definitely buy again.",Yes,0.0
REV16737,PROD1028,Mechanical Keyboard,Electronics,CUS2134,2025-03-16,3,Amazing quality,"Excellent build quality, fast delivery, highly recommend to everyone.",Yes,0.0
REV13633,PROD1006,USB-C Fast Charger,Electronics,CUS4401,2025-05-02,5,Amazing quality,"Beautiful design, sturdy material, and very durable overall.",Yes,32.0
REV13893,PROD1026,Almond Butter Jar,Grocery,CUS3763,2025-07-07,2,Broke quickly,"Late delivery, wrong item received, and refund process was slow.",No,6.0
REV10106,PROD1004,4K Ultra HD Smart TV,Electronics,CUS4155,2025-07-14,5,Excellent product,"Very comfortable and easy to use, exactly as described.",Yes,5.0
REV11894,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS2351,2025-11-20,2,Waste of money,The fabric quality is cheap and it started tearing quickly.,Yes,1.0
REV10728,PROD1019,Men's Cotton T-Shirt,Clothing,CUS1020,2025-04-06,3,Decent for the price,"Product matches description, performance is average at best.",Yes,0.0
REV14504,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS5249,2025-03-31,5,Love it,"Perfect gift, my family loved it, packaging was excellent too.",Yes,16.0
REV14961,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS1871,2025-04-25,5,Love it,"Beautiful design, sturdy material, and very durable overall.",No,15.0
REV15879,PROD1026,Almond Butter Jar,Grocery,CUS2408,2025-01-19,4,Amazing quality,"Works flawlessly, setup was simple, and battery lasts long.",Yes,5.0
REV16935,PROD1010,Stainless Steel Water Bottle,Home & Kitchen,CUS5600,2025-08-23,4,Great purchase,"Perfect gift, my family loved it, packaging was excellent too.",Yes,1.0
REV14438,PROD1006,USB-C Fast Charger,Electronics,CUS5289,2026-02-07,2,Bad experience,Sound quality is poor and connection keeps dropping constantly.,Yes,2.0
REV10823,PROD1014,Robot Vacuum Cleaner,Home & Kitchen,CUS2415,2025-12-29,5,Highly recommend,"Great value for money, exceeded my expectations completely.",Yes,16.0
REV12320,PROD1011,Non-Stick Frying Pan,Home & Kitchen,CUS5951,2026-03-16,3,Decent for the price,"Fair quality overall, similar to other products in this range.",Yes,0.0
REV14402,PROD1005,Noise Cancelling Earbuds,Electronics,CUS1126,2026-01-09,1,Very disappointed,"Overpriced for such low quality, very unhappy with purchase.",Yes,5.0
REV11006,PROD1002,Smart Fitness Watch,Electronics,CUS1095,2025-06-10,4,Best buy,"Beautiful design, sturdy material, and very durable overall.",Yes,13.0
REV10197,PROD1003,Portable Bluetooth Speaker,Electronics,CUS2286,2025-09-03,3,Bad experience,Battery life is terrible and customer support was unhelpful.,Yes,4.0
REV16116,PROD1030,Board Game Family Pack,Toys & Games,CUS5456,2026-07-22,5,Very satisfied,"Amazing quality for the price, will definitely buy again.",Yes,6.0
REV12654,PROD1013,Ceramic Coffee Mug Set,Home & Kitchen,CUS3334,2026-03-24,2,Not recommended,Terrible customer service and the product does not match description.,Yes,5.0
REV13550,PROD1023,Herbal Shampoo,Beauty & Personal Care,CUS5357,2026-06-19,2,Bad experience,"Bad experience overall, would not recommend this to anyone.",Yes,6.0
REV14815,PROD1001,Wireless Bluetooth Headphones,Electronics,CUS4661,2026-07-09,5,Excellent product,"Superb performance, this is one of the best purchases I made.",Yes,1.0
REV13710,PROD1030,Board Game Family Pack,Toys & Games,CUS3560,2026-05-03,4,Great purchase,"Really happy with this purchase, quality feels premium.",Yes,3.0
REV16599,PROD1017,Yoga Mat,Sportswear,CUS4448,2025-07-04,4,Excellent product,"Very comfortable and easy to use, exactly as described.",Yes,1.0
